PeakID,Chromosome,Start Position,Stop Position,T0 min,T4 min,T12 min,T20 min,T40 min,T60 min
Msn2-chr11-519588,chr11,519850,519944,0.719211444,2.733835529,1.155311223,1.170966588,0.660218403,0.477020991
Msn2-chr11-532937,chr11,532554,533064,0.120498639,1.041552846,1.183177225,0.77950714,0.68247279,1.004704485
Msn2-chr11-533377,chr11,533066,533896,0.156955132,1.371157472,2.107713143,1.74039161,1.093152145,1.192693703
Msn2-chr11-557017,chr11,556650,557288,-0.364578416,-0.309597249,0.671754563,0.848069727,0.068749827,-0.522841673
Msn2-chr11-559049,chr11,558762,559336,-0.11724176,-0.094298944,0.697862108,0.709509559,0.155072065,-0.413872035
Msn2-chr11-566366,chr11,565802,566280,-0.040626818,0.78289271,0.59925161,1.37901787,1.1975114,1.151754482
Msn2-chr11-567049,chr11,566698,567336,0.169814098,2.098009305,2.442169651,2.290283941,1.553532622,1.230574536
Msn2-chr11-574801,chr11,574474,574824,0.475841438,-0.151600346,0.743964742,1.178569394,0.56912973,0.668424244
Msn2-chr11-575521,chr11,575082,575848,-0.30658842,-0.074696237,1.331764346,1.347427459,0.393279392,0.092080545
Msn2-chr11-578593,chr11,578378,578856,0.424677699,0.634665443,1.442209407,1.209760633,0.748981397,0.731034969
Msn2-chr11-581721,chr11,581546,581928,-0.062538396,-0.050050443,0.391777236,0.785638162,0.507808142,0.256103987
Msn2-chr11-589697,chr11,589450,589960,-0.300475006,0.511228964,1.31323611,0.966166319,0.440863696,1.006357429
Msn2-chr11-608100,chr11,607978,608232,-0.263736469,-0.266881327,1.05798446,0.722015601,0.169727756,0.685073652
Msn2-chr11-614580,chr11,614154,615112,-0.050238693,2.450976547,2.697060474,1.935684036,0.431320847,0.032203487
Msn2-chr11-666073,chr11,665898,666536,1.105671096,2.01128136,1.998493582,2.045498863,1.733183944,1.586578142
Msn2-chr11-68197,chr11,67690,68104,-0.296971707,1.201707137,1.953718561,1.367891434,0.534699741,0.165710074
Msn2-chr11-74645,chr11,74474,74920,0.284736202,-0.067094487,0.716585586,0.867743135,0.586677149,0.376404839
Msn2-chr11-80561,chr11,80330,80808,0.171211565,1.029070381,0.917475986,0.264838198,0.583566421,0.450532751
Msn2-chr11-84229,chr11,84010,84456,0.522068828,0.500872821,0.904522618,0.611877131,0.673241469,0.266729292
Msn2-chr11-93761,chr11,93450,94056,-0.035300062,0.549654152,1.392876442,0.709044157,0.069046348,0.390435755
Msn2-chr11-99630,chr11,98986,100424,-0.119306447,2.249579066,2.218546123,1.266301436,0.391189752,-0.029095366
Msn2-chr12-1012101,chr12,1011946,1012584,-0.082153239,2.410531157,2.038583936,1.297057897,1.222572184,0.542913464
Msn2-chr12-1052206,chr12,1051946,1052328,0.525311344,0.356243991,0.807602635,0.78650142,0.535383888,0.46681073
Msn2-chr12-1061124,chr12,1060938,1061512,0.011123924,1.278946773,1.660998221,1.323069331,0.434283661,-0.182217913
Msn2-chr12-1064857,chr12,1064906,1065320,0.906737709,1.929175399,1.939945874,2.034442348,1.762091074,1.731238425
Msn2-chr12-1071657,chr12,1071370,1071976,0.74678891,1.395191386,1.767061946,1.641181917,1.193091673,1.360451907
Msn2-chr12-1078025,chr12,1077770,1078280,0.428305175,0.552224232,0.783853181,0.935666925,0.463714361,0.399052972
Msn2-chr12-108437,chr12,108042,108360,-0.422459867,0.901254116,1.61631508,1.229813341,0.275070473,0.043744661
Msn2-chr12-11446,chr12,10986,11656,1.13325723,2.169850005,2.033932281,1.992295966,1.722327568,1.623874798
Msn2-chr12-164097,chr12,163786,164360,-0.217221395,-0.301276732,0.721951495,0.71906689,0.008163234,-0.135950563
Msn2-chr12-168025,chr12,167882,168264,0.579057569,0.454076263,1.069743927,1.059639874,0.778933464,0.807860427
Msn2-chr12-187425,chr12,187114,187656,-0.058762242,0.205360882,0.834605194,0.729245127,0.254915605,0.100664914
Msn2-chr12-198206,chr12,197802,198280,0.065248229,1.395712067,0.949552056,0.411649997,0.939863404,0.60672045
Msn2-chr12-199054,chr12,198794,199400,0.899693519,1.259460408,1.122753665,1.009597521,0.875434075,0.559202196
Msn2-chr12-212377,chr12,212202,212520,0.165775932,1.120381562,0.952753835,0.320030753,0.831285459,-0.07678658
Msn2-chr12-215270,chr12,214954,215368,0.637852562,0.582866941,0.954399247,0.837730129,0.531372168,0.700760224
Msn2-chr12-21781,chr12,21482,21992,0.223404272,0.925355843,1.075142542,1.141264111,1.110707113,1.154803727
Msn2-chr12-220377,chr12,220522,220808,0.384827334,1.166609299,1.330413714,1.169408951,0.574347207,0.293937894
Msn2-chr12-253465,chr12,253194,253800,-0.179323601,1.666387715,1.733873939,1.034385621,0.256602883,0.246892654
Msn2-chr12-265241,chr12,264938,265512,0.088704129,0.185110576,0.627270268,0.822663506,0.601635879,-0.279819887
Msn2-chr12-282,chr12,1,328,0.725533244,1.580444991,1.674587288,1.862630567,1.398362946,1.480798185
Msn2-chr12-283055,chr12,282698,283208,0.607436407,0.768557719,1.252909544,1.03371512,0.896417929,0.09345821
Msn2-chr12-29441,chr12,29322,30024,-0.297558036,0.210246785,1.379576718,0.945206544,0.453667709,0.368509535
Msn2-chr12-320465,chr12,320106,320840,0.117670859,0.867862405,1.550491765,0.785860256,0.290791398,0.196262848
Msn2-chr12-329433,chr12,329354,329704,0.003004678,1.030150385,1.733684343,1.046297427,0.524929133,-0.051912213
Msn2-chr12-341182,chr12,340746,341576,0.315219458,2.491587511,2.002401649,1.011316991,0.397171805,0.700290599
Msn2-chr12-366249,chr12,366026,366440,0.355050479,0.47035965,1.299463807,1.028483909,0.596420727,0.218904682
Msn2-chr12-36929,chr12,36458,37384,-0.326908479,0.312575637,1.16943348,0.986793604,-0.086782936,-0.654167512
Msn2-chr12-370177,chr12,369546,370280,0.639104017,1.596579922,1.810479544,1.425197309,0.917780893,1.072037155
Msn2-chr12-374321,chr12,374122,374632,0.426719126,0.070445213,0.774189301,0.832078093,0.606510604,0.330054614
Msn2-chr12-388881,chr12,388650,388808,-0.270159786,0.786455571,1.853953745,1.425337252,0.062865642,-0.05799511
Msn2-chr12-40334,chr12,40042,40616,-0.082364072,0.007703063,1.0830534,0.898904134,0.555299127,0.364397845
Msn2-chr12-417172,chr12,417066,417448,0.187708802,1.946624895,1.513624389,0.891911481,0.439534189,0.122684394
Msn2-chr12-418273,chr12,418186,418536,-0.04837022,-0.052759286,0.906017934,0.749705124,0.06687751,0.326480961
Msn2-chr12-427108,chr12,426858,427368,0.170718532,0.430445579,0.810702941,0.766050183,0.470811374,0.369107234
Msn2-chr12-448713,chr12,448490,448872,0.642274792,1.033406203,1.839231937,1.369291666,1.034907355,0.762946535
Msn2-chr12-449513,chr12,449322,449768,0.028372097,0.323482537,1.633905068,1.281895662,0.376301337,0.452308855
Msn2-chr12-451721,chr12,451466,451880,0.322842427,0.84653845,0.673501472,0.800070384,0.397813077,0.10377079
Msn2-chr12-458161,chr12,457962,458664,0.649526324,0.635503254,0.839086877,0.755667362,0.841489891,0.317671518
Msn2-chr12-459177,chr12,458762,459240,0.686189407,0.776862047,0.945064832,0.722779447,0.679139477,0.517111468
Msn2-chr12-459897,chr12,459530,460200,0.385991516,1.151277899,1.170138129,0.873452761,0.758113585,0.358532456
Msn2-chr12-468196,chr12,467370,468232,0.606384909,0.710958232,1.096450349,0.83653868,0.709359851,0.354890042
Msn2-chr12-470489,chr12,470314,470792,0.305282768,0.45372935,0.675364266,0.534223036,0.565261579,0.540076543
Msn2-chr12-472604,chr12,472266,472680,0.853046543,2.186881992,1.864521966,1.043889155,1.17923349,1.038284428
Msn2-chr12-473961,chr12,473738,474152,0.484390345,1.035942785,0.683238452,0.461874542,0.357857006,0.563714673
Msn2-chr12-475985,chr12,475626,476360,0.380143579,0.799031542,0.807220345,0.710646626,0.47099482,0.618292458
Msn2-chr12-481750,chr12,481354,482216,0.546007123,1.496429458,1.44312811,1.146506071,0.806920347,0.597329926
Msn2-chr12-483737,chr12,483498,483944,0.365996901,0.506870197,0.730029404,0.644761753,0.512971123,0.558932579
Msn2-chr12-485797,chr12,485546,485992,0.824534661,1.8571603,1.788672377,1.075162915,1.186820541,0.877489514
Msn2-chr12-486553,chr12,486122,486728,0.491068916,1.224052238,0.783772671,0.600559795,0.591513554,0.734395239
Msn2-chr12-489425,chr12,489098,489576,0.660062118,2.048863607,1.588744267,1.029047029,1.038223768,0.939840164
Msn2-chr12-493409,chr12,492746,494088,0.080437694,0.684454337,1.263297442,1.300183489,0.372340227,0.137143579
Msn2-chr12-500713,chr12,500714,500872,0.46416676,0.536339119,0.436601605,0.837490658,0.753185867,1.124702164
Msn2-chr12-513569,chr12,513450,513576,0.147370987,0.760440447,0.775133722,0.482180712,0.708073242,0.931001496
Msn2-chr12-540958,chr12,540746,541096,0.276664929,1.509835456,0.946279845,0.758014434,0.692703028,0.445619469
Msn2-chr12-541721,chr12,541354,541928,-0.091324714,0.538645078,1.180788676,0.778348354,0.262985936,-0.106113217
Msn2-chr12-552545,chr12,552394,552808,-0.278412613,0.550471378,0.469571597,0.243495031,-0.048327963,-0.267701355
Msn2-chr12-567182,chr12,566634,567112,0.062326805,1.178264394,1.171868671,0.812528781,0.59364119,0.154383744
Msn2-chr12-568465,chr12,568650,569000,0.372671915,0.536168699,1.114049425,1.596139061,0.819080224,0.778571452
Msn2-chr12-5745,chr12,5418,6024,0.744683459,1.412105656,1.665504521,1.816500414,1.321858866,1.457332971
Msn2-chr12-576521,chr12,576202,576840,-0.459065286,-0.172460114,0.453459746,0.804213022,-0.104856894,-0.334119384
Msn2-chr12-592573,chr12,592330,592840,0.416647757,-0.191725846,0.774279952,0.9164591,0.69438683,0.416631579
Msn2-chr12-593593,chr12,593066,593576,0.410545348,0.678078091,0.977545144,1.078059611,0.41798364,0.081132093
Msn2-chr12-605385,chr12,605130,605672,0.273353784,0.52370406,1.389159454,0.969945422,0.599408546,0.506336277
Msn2-chr12-628381,chr12,628106,628648,0.600163853,-0.059460364,0.8879538,1.097548327,0.409195337,0.561775477
Msn2-chr12-633588,chr12,633194,633960,0.139202918,0.954770385,1.676890035,0.914956111,0.20847293,0.058741915
Msn2-chr12-64129,chr12,63402,63816,-0.106660379,-0.762726782,0.3695262,0.520932669,0.288144138,0.474768879
Msn2-chr12-642377,chr12,641866,642888,-0.060702132,0.118148924,0.760763339,0.840727634,0.220614371,-0.058792541
Msn2-chr12-645732,chr12,645130,646376,-0.127475105,1.537337843,1.905265031,1.228986892,0.326984925,0.296847893
Msn2-chr12-651219,chr12,650698,651752,0.657171291,1.582556635,1.762891174,1.472977133,0.791838378,0.528846803
Msn2-chr12-65262,chr12,65226,65896,-0.072992983,1.517294416,1.832401533,1.304128622,1.108131057,0.869536509
Msn2-chr12-656493,chr12,656298,657224,0.439635898,0.390517544,0.764733816,0.981766894,0.494864531,0.269906079
Msn2-chr12-659749,chr12,659850,660456,0.17327993,1.661314734,2.093609297,1.497320581,0.582239469,0.663385355
Msn2-chr12-660905,chr12,660746,661160,0.234157743,0.427558867,0.838557267,0.485817773,0.594218339,1.237995924
Msn2-chr12-664729,chr12,664874,664968,0.172162161,1.179147165,1.934449608,1.796425387,1.212512998,1.351634496
Msn2-chr12-677636,chr12,677322,678088,-0.008681111,1.485976531,2.096370251,1.330678325,0.149911415,-0.349817955
Msn2-chr12-687885,chr12,687626,688168,0.369967875,-0.155922229,0.554998575,0.871790691,0.69869213,0.302226568
Msn2-chr12-704369,chr12,704074,704712,-0.498410281,1.294381047,1.403084455,1.04286656,0.383602636,-0.445077579
Msn2-chr12-710665,chr12,710314,710984,-0.040683278,0.110325384,0.846002345,0.753713713,0.185334809,0.046753243
Msn2-chr12-722393,chr12,722090,722536,0.381378102,0.970210595,1.048545777,0.961327761,0.456068214,0.5514853
Msn2-chr12-723377,chr12,722986,723848,-0.607159771,1.477357971,1.969339411,1.460109554,0.226822028,-0.85670768
Msn2-chr12-725889,chr12,725482,726344,0.129685884,0.05196404,0.947264496,0.94492931,0.174078426,0.145217608
Msn2-chr12-728478,chr12,728074,728744,-0.235944872,2.138498662,1.774107494,1.335932947,0.179171164,0.052427598
Msn2-chr12-732061,chr12,731914,732424,0.226294047,-0.062685907,0.487375686,0.66981584,0.328254414,0.848820837
Msn2-chr12-734777,chr12,734538,735016,-0.161049544,-0.037116031,0.446572078,0.466899046,0.064282153,0.277536944
Msn2-chr12-737729,chr12,737578,738280,-0.184985772,1.571429314,2.310754633,1.739760122,0.154935127,-0.141199803
Msn2-chr12-759145,chr12,758794,759464,-0.032490565,1.160666827,1.169916907,0.889110198,0.202712553,0.070477498
Msn2-chr12-783281,chr12,783114,783464,0.379767344,0.333163497,0.874982717,0.60018653,0.678319376,1.30078091
Msn2-chr12-783924,chr12,783850,784040,0.385105515,1.925550167,0.870439828,0.568984011,0.584852411,0.844495047
Msn2-chr12-784373,chr12,784138,784584,0.761618016,0.95150474,1.620457027,1.292942509,1.050039366,1.160945345
Msn2-chr12-793929,chr12,793706,794152,0.506981836,0.564715589,1.115130435,0.82934526,0.827519693,0.62792573
Msn2-chr12-797001,chr12,796874,797384,0.271022645,0.200770041,0.861104301,1.012731419,0.566538758,0.213840343
Msn2-chr12-809268,chr12,808970,809800,-0.194855637,1.07815356,1.982723619,1.211058198,0.184833985,-0.302162448
Msn2-chr12-818561,chr12,818346,818856,0.581959304,0.40573647,1.107980287,1.097339856,0.717852216,0.389710866
Msn2-chr12-822782,chr12,822698,823144,-0.02592343,0.930220151,1.942000396,1.182169168,0.023202125,0.336797487
Msn2-chr12-826625,chr12,826282,826760,-0.256592793,-0.122838784,0.915987647,0.537707375,-0.107252711,-0.379083077
Msn2-chr12-828449,chr12,827722,829000,-0.041093783,1.914410571,1.480150571,0.4425579,0.100281665,0.006005519
Msn2-chr12-837993,chr12,837482,838056,0.121500836,1.207045821,1.349146224,0.738995354,0.211256273,-0.307573476
Msn2-chr12-839390,chr12,839178,839848,0.152166518,1.374404431,1.488601382,0.895914648,0.108282703,0.156607202
Msn2-chr12-84180,chr12,83690,84648,-0.240098891,1.580957112,2.058110234,1.351596448,0.316507001,-0.368113459
Msn2-chr12-871758,chr12,871466,871848,-0.005405465,1.595687944,1.369029525,0.779695121,0.567557529,0.045255395
Msn2-chr12-875369,chr12,875146,875624,0.565226262,1.127458906,1.420582289,1.013363223,1.02137738,0.153981577
Msn2-chr12-87593,chr12,86762,87016,-0.808538325,0.241794544,0.579401294,0.95068217,-0.027245851,-0.448997335
Msn2-chr12-877089,chr12,876938,877384,0.348112431,1.291256087,0.676160188,0.134508315,0.61728044,0.400869451
Msn2-chr12-88833,chr12,88426,88776,0.032785904,0.874217108,2.598660389,2.35562843,1.541482224,1.150092627
Msn2-chr12-903161,chr12,903050,903560,0.339207175,0.587977676,0.801462227,0.584209637,0.128991092,0.363834637
Msn2-chr12-921881,chr12,921546,922056,0.015290451,1.695121014,0.995718054,0.568016733,0.240535873,0.085578272
Msn2-chr12-92601,chr12,92298,92904,0.468631815,0.651454315,0.929119572,0.879602009,0.665280739,0.318855454
Msn2-chr12-932201,chr12,932010,932456,-0.024450317,1.460935532,1.124938985,0.796804226,0.041764034,-0.259424733
Msn2-chr12-941465,chr12,941034,941640,0.484039,0.458495338,0.85702987,1.065144452,0.472413911,0.533962439
Msn2-chr12-950265,chr12,949290,951208,0.011432895,0.175501003,1.217236171,1.093971458,0.011911301,0.141313597
Msn2-chr12-954446,chr12,953802,954888,-0.044652986,1.679332703,1.838494704,1.342918931,0.185511485,-0.042253936
Msn2-chr12-95689,chr12,95402,95944,0.162031891,1.435490673,0.511363533,0.687485505,0.816732398,0.573946622
Msn2-chr12-963045,chr12,962826,963272,0.310238676,0.820374455,1.147592845,0.89431437,0.742434114,0.256547564
Msn2-chr12-96613,chr12,96042,96520,0.717105475,0.643356666,0.469356635,1.13561268,1.317132697,1.331624131
Msn2-chr12-97305,chr12,96906,97640,0.759678014,1.299870736,2.135737791,2.042484241,1.500279079,1.419061358
Msn2-chr12-976093,chr12,975850,976168,0.257305727,-0.404446154,1.031881062,0.825457375,0.5471761,0.641645513
Msn2-chr12-980953,chr12,980650,981064,0.561368585,0.465937166,0.954560963,0.868810031,0.345679669,0.531681499
Msn2-chr13-10121,chr13,9514,10760,-0.302901532,-0.214358,0.750316992,1.083928966,0.316346111,0.046155799
Msn2-chr13-119369,chr13,119082,119592,-0.07920596,0.751866925,1.15378316,0.70651641,-0.015921377,0.174336438
Msn2-chr13-13177,chr13,12810,13576,0.054921946,0.960349926,2.135597659,1.792549761,0.665050118,0.441015908
Msn2-chr13-131924,chr13,131658,132168,0.14526915,0.156663572,0.846293923,0.971140425,0.450190455,0.424520622
Msn2-chr13-14557,chr13,14378,14760,0.457046595,0.744580949,1.106039449,0.969890572,0.661144661,1.026549284
Msn2-chr13-146233,chr13,146026,146504,0.05493217,1.488422405,1.046760484,0.576000515,0.181445786,-0.160490848
Msn2-chr13-159169,chr13,158890,159336,-0.525045122,0.959687703,0.886420936,0.482284163,0.14942839,-0.295032575
Msn2-chr13-16689,chr13,16394,16872,0.111501591,0.865382848,1.006333171,0.614622591,0.665732517,0.771867345
Msn2-chr13-168733,chr13,168522,169064,0.312067102,-0.041963139,0.425404067,0.835273152,0.427264855,0.425033156
Msn2-chr13-170185,chr13,169866,170440,0.106266103,1.519419489,1.337537701,0.858857611,0.487401328,0.743541887
Msn2-chr13-184329,chr13,183786,184232,0.528315997,0.350995747,1.058881525,1.170720258,0.823578313,0.590589184
Msn2-chr13-196540,chr13,195882,196424,0.428626916,0.288189305,0.919195922,1.058036386,0.662936371,0.691372129
Msn2-chr13-209273,chr13,208970,209544,-0.4562447,-0.27737453,1.064338685,0.820070738,0.067577059,0.060603547
Msn2-chr13-220084,chr13,219658,220264,0.322551958,2.607255348,2.538555809,1.799020263,1.815653311,1.465269678
Msn2-chr13-220593,chr13,220906,221192,0.275097963,1.946172927,1.892110523,0.816933688,0.78246431,1.210545794
Msn2-chr13-253670,chr13,253290,253736,0.167991099,2.161439349,2.752885245,2.212948426,1.165934743,0.909200609
Msn2-chr13-258,chr13,1,360,0.815322279,1.338387066,1.561044591,1.695150763,1.231386195,1.148749589
Msn2-chr13-259103,chr13,258890,259400,0.74118217,1.176402908,1.638217295,1.212908289,0.788506655,0.572051407
Msn2-chr13-26105,chr13,25930,26696,-0.263367959,1.433036034,1.474785241,0.700459987,-0.018011334,-0.278768387
Msn2-chr13-262953,chr13,262666,263240,0.240356738,0.42986803,0.762194436,0.486346734,0.408053139,1.154676934
Msn2-chr13-268078,chr13,267882,268200,-0.558301284,-0.661334194,0.471782,0.985984235,0.190348506,0.175995589
Msn2-chr13-283038,chr13,282858,283400,-0.056865195,1.429814874,1.901980093,1.067923187,0.240541064,0.030681134
Msn2-chr13-290825,chr13,290538,291080,0.227590262,0.216608122,1.005493464,0.859032958,0.488194983,0.430171409
Msn2-chr13-302921,chr13,302538,303208,-0.563697101,1.29031001,1.773870033,0.992757846,0.035207512,-0.287772712
Msn2-chr13-306509,chr13,306346,307048,0.142063749,3.450176865,3.193709217,2.326401503,0.816971357,0.362764332
Msn2-chr13-321193,chr13,321002,321448,-0.000514843,0.224729924,0.743440055,0.751081555,0.295114,-0.09235134
Msn2-chr13-330449,chr13,330218,330664,0.335843469,0.244797735,0.664996429,0.735786357,0.318890929,0.449165275
Msn2-chr13-334993,chr13,334794,335208,-0.520729837,1.234781154,1.489932666,0.886839061,0.344303825,-0.184806236
Msn2-chr13-347561,chr13,347466,347912,0.178494242,1.931507914,1.874359033,1.281209151,0.854987942,0.724504946
Msn2-chr13-348084,chr13,347946,348488,-0.297106791,0.694814785,1.323703945,1.099052039,0.375670345,-0.254825332
Msn2-chr13-348849,chr13,348650,349032,0.462954467,1.078885992,1.414427963,1.338457409,1.093132834,0.391932054
Msn2-chr13-349841,chr13,349546,349896,-0.269463304,-0.089248737,1.199323178,0.743247554,0.001177301,-0.773557215
Msn2-chr13-352693,chr13,352074,352584,0.635604478,0.790501422,1.825956826,1.328175346,0.933309971,0.793529742
Msn2-chr13-362273,chr13,361994,362408,0.45284158,2.150593814,2.614220312,1.851846289,0.792980817,0.420005558
Msn2-chr13-362609,chr13,362410,363304,0.553934265,0.618302223,1.29839064,1.142218854,0.783021875,0.554571206
Msn2-chr13-372841,chr13,372266,373032,0.336981897,0.16423457,0.591984277,0.744429471,0.52398312,0.327214436
Msn2-chr13-378115,chr13,378026,378568,0.638092818,1.198054905,1.538153178,1.256086624,0.723599443,0.451476469
Msn2-chr13-37844,chr13,37674,38152,-0.268354273,0.546312091,0.705228624,0.867563998,0.561961775,0.004723177
Msn2-chr13-379321,chr13,379178,379560,0.729927114,0.210902847,1.423072997,1.280064557,1.050670387,1.010900138
Msn2-chr13-388329,chr13,388138,388552,-0.137136743,1.743941716,1.752225068,0.761037877,0.479696777,0.21198046
Msn2-chr13-408553,chr13,408394,409000,-0.49616468,2.148277814,1.945709091,1.065821194,0.177579592,-0.712983829
Msn2-chr13-420627,chr13,420394,420904,0.48350398,0.107237786,0.831488075,0.873795144,0.73849032,0.887924534
Msn2-chr13-431721,chr13,431498,431784,-0.295422426,0.738607213,0.780280142,0.558836439,0.023908102,-0.613827904
Msn2-chr13-434638,chr13,433994,435560,0.12755894,1.306437323,1.441221662,1.07058598,0.225083199,0.346857822
Msn2-chr13-436417,chr13,435786,436872,-0.092024554,-0.227152617,1.126660275,1.503030151,-0.024133569,-0.104236578
Msn2-chr13-439177,chr13,438794,439432,-0.078837824,1.465651131,1.334426475,0.891124091,0.276802983,0.372393556
Msn2-chr13-449108,chr13,448874,449416,-0.162289537,-0.376234311,0.3986306,0.716513717,0.665911977,0.616146051
Msn2-chr13-463605,chr13,463306,463880,0.521988681,0.179470022,0.544561851,0.829880575,0.719361105,0.411551478
Msn2-chr13-465889,chr13,465706,466184,-0.045944671,-0.53316085,0.722186461,0.643053736,0.068334503,-0.081068825
Msn2-chr13-46617,chr13,46378,46888,-0.097399137,0.301588628,1.080350444,0.681388891,0.312507505,-0.275618233
Msn2-chr13-472953,chr13,472586,473576,-0.20824798,2.139261487,2.213187826,1.52258256,0.072026496,-0.049976273
Msn2-chr13-480670,chr13,480394,480936,0.127857113,-0.140565312,0.580669242,0.671087162,0.358011966,0.28638119
Msn2-chr13-483796,chr13,483338,483976,-0.800108396,0.918990856,1.327307257,0.84262899,-0.333836477,-0.942045557
Msn2-chr13-504957,chr13,504714,505224,0.582579008,0.144445954,0.995006163,0.875896045,0.801807675,0.343889425
Msn2-chr13-511196,chr13,511178,511720,0.368055603,1.742792723,1.995406651,1.319614754,0.639528936,1.092351563
Msn2-chr13-540541,chr13,540202,540936,-0.096362704,2.985464385,2.97579247,2.15044348,0.878206929,0.07719743
Msn2-chr13-545969,chr13,545834,546152,0.144692754,0.325893292,0.723674347,0.598108717,0.700094011,0.877348514
Msn2-chr13-557012,chr13,556810,557224,0.008413318,1.744731082,2.254776499,1.502319851,0.68653686,0.027493929
Msn2-chr13-572957,chr13,572714,573192,0.369306778,-0.098878783,0.703439411,0.892598974,0.654593489,0.379529886
Msn2-chr13-5780,chr13,5226,6088,0.974644281,1.486152288,1.768724379,1.735741348,1.297632949,1.487952414
Msn2-chr13-586724,chr13,586538,586920,0.468538285,0.045938561,0.543011453,0.911497095,0.600356489,0.393235884
Msn2-chr13-601185,chr13,600746,601576,-0.007373698,-0.046651352,0.860320577,0.940888342,0.219415729,0.259618789
Msn2-chr13-605905,chr13,605610,606184,-0.228797095,0.060317373,1.038061439,0.875767251,0.13925851,-0.300395545
Msn2-chr13-608873,chr13,608170,608712,-0.558714442,1.284135599,2.06017125,1.655671141,0.474397541,-0.168602957
Msn2-chr13-616276,chr13,616042,616520,-0.032573668,-0.168944114,0.713461899,1.152201806,0.610334862,0.199673529
Msn2-chr13-626385,chr13,626090,626696,0.086629074,0.006193676,0.768446059,0.86515526,0.284844174,-0.100878806
Msn2-chr13-632685,chr13,632042,632392,-0.157237284,0.778562593,2.139753264,1.895191403,1.016862095,0.449077924
Msn2-chr13-652356,chr13,652202,652616,0.134210395,-0.200971293,0.529505388,0.826527833,0.324301758,0.205382163
Msn2-chr13-653684,chr13,653002,653992,-0.13635629,1.655328374,1.991551856,1.015134317,0.351410109,-0.286908978
Msn2-chr13-654809,chr13,654538,655080,-0.161518462,0.022844898,0.863435156,0.757118545,0.344764942,-0.294908451
Msn2-chr13-661796,chr13,661226,662440,0.114856137,1.830622077,2.115871981,1.255520486,0.232207488,0.047899611
Msn2-chr13-667310,chr13,667178,667400,-0.053719701,0.955933749,1.220956169,0.9231792,0.867397257,0.267124159
Msn2-chr13-675081,chr13,674794,675464,-0.877598027,0.276578501,0.983023457,0.691333598,-0.06702267,-0.425672122
Msn2-chr13-67973,chr13,67818,68168,0.295730977,1.27135597,0.900026473,0.631486642,0.675979306,0.431927186
Msn2-chr13-70329,chr13,69450,71048,0.004809981,2.509924083,2.261170823,1.298095513,0.789009659,0.518698265
Msn2-chr13-70777,chr13,70122,71496,-0.134174671,2.246862372,2.224225002,1.436361872,1.088740574,0.855297914
Msn2-chr13-712417,chr13,712266,712616,0.498360556,0.457504238,0.787791313,0.395767146,0.721172214,0.996287005
Msn2-chr13-747966,chr13,747818,748200,-0.162779438,-0.209879899,0.525566842,0.750367418,0.247362266,-0.190609061
Msn2-chr13-751569,chr13,751210,751912,-0.149971481,0.166839866,1.281982737,0.906497314,0.083322764,0.29765254
Msn2-chr13-756545,chr13,756330,756744,-0.229795955,0.25798635,0.76587359,0.838391239,0.10592889,0.105510187
Msn2-chr13-759438,chr13,758922,759880,-0.001342917,1.663691406,1.852060239,1.141734507,0.332279435,-0.181103417
Msn2-chr13-763153,chr13,762922,763400,-0.242114825,-0.453928225,0.639917428,0.666415078,-0.026389583,-0.035752173
Msn2-chr13-768563,chr13,768202,768808,0.530101952,0.701475788,1.064841888,1.271710126,0.665559016,0.3932881
Msn2-chr13-770729,chr13,770794,770984,-0.166458232,0.715589266,0.987420043,1.057081668,0.734131825,0.931590899
Msn2-chr13-772881,chr13,772682,773064,-0.031800918,0.380443412,0.395781559,0.919121083,0.684557998,1.262158447
Msn2-chr13-773796,chr13,773130,773480,0.109615624,1.173148824,0.832204884,0.853021968,0.261681488,0.504559459
Msn2-chr13-774521,chr13,774538,775016,-0.01767998,1.397612964,2.659550437,1.948883849,0.852970745,1.305110088
Msn2-chr13-777569,chr13,777226,777864,0.056035863,0.344726076,0.936369092,0.796105022,0.061952281,0.521742439
Msn2-chr13-793497,chr13,793226,793704,0.133111292,1.275837814,1.795388976,0.899071524,0.434779438,-0.046869942
Msn2-chr13-798334,chr13,797898,798472,-0.550573585,1.405667906,1.799900491,1.173467972,0.194926488,-0.498475581
Msn2-chr13-808325,chr13,808266,808616,0.392704279,-0.156050871,0.874019165,0.92712122,0.62360081,0.77729383
Msn2-chr13-837961,chr13,837674,838184,0.2312047,-0.093253942,0.597760049,0.678491603,0.484132541,0.14483447
Msn2-chr13-852185,chr13,851850,852552,-0.342177352,0.662708759,1.497575428,0.842326485,0.059457137,-0.756084077
Msn2-chr13-861663,chr13,861642,861800,-0.023019663,1.389943229,1.392395964,1.04327299,0.448188193,0.636667874
Msn2-chr13-863497,chr13,863242,863720,0.096573657,0.393844442,0.55353104,0.542546818,0.535421108,0.232317688
Msn2-chr13-86721,chr13,86442,87016,-0.21911804,0.207470134,0.513544805,0.310493671,0.480928978,-0.193632455
Msn2-chr13-872750,chr13,872554,873000,-0.204618005,0.441607041,1.076726738,0.690293611,0.478507834,0.841416588
Msn2-chr13-874073,chr13,873930,874312,0.807484584,1.848844332,1.366890813,0.874729362,1.173174975,0.727243841
Msn2-chr13-880702,chr13,880298,881000,-0.278951976,1.052990173,1.94257801,1.663176305,0.183960576,-0.847931952
