Gene ID,Gene Symbol,Category,Chromosome,Loci Start,Loci End,Strand,Distance to TSS,PeakID,Significantly Enriched over WCE,T0 min,T4 min,T12 min,T20 min,T40 min,T60 min
YPR165W,RHO1,Exon/CD,chrxvi,875658,876232,+,577,Msn2-chr16-875945,n,0.244431288,0.435105898,0.273839008,0.493029817,0.265183531,0.888742325
YPR166C,MRP2,Upstream,chrxvi,876458,876968,-,-84,Msn2-chr16-876713,n,-0.008807014,-0.090529935,0.519831024,0.302041183,-0.084165685,-0.437982529
YPR167C,MET16,Exon/CD,chrxvi,877354,877736,-,87,Msn2-chr16-877545,n,0.008540994,-0.566429212,0.444320132,0.160882794,0.469480335,-0.18067963
tI(AAU)P2,,Upstream,chrxvi,880106,880648,-,-8,Msn2-chr16-880404,y,-0.135708052,-0.026348178,0.695339154,0.679259158,0.360365215,0.213595973
YPR169W-A,,Exon/CD,chrxvi,883146,883496,+,82,Msn2-chr16-883305,y,0.312540423,-0.192496174,0.597574791,0.730700483,0.35270757,0.241007074
YPR181C,SEC23,Upstream,chrxvi,899530,900232,-,-214,Msn2-chr16-900017,y,0.22348434,1.56876429,1.402499206,0.688700919,0.809125898,0.560540999
YPR195C,,Exon/CD,chrxvi,927626,928616,-,173,Msn2-chr16-928110,y,-0.131913835,1.290735322,2.377337329,1.806232012,0.328075422,-0.452894472
YPR199C,ARR1,Exon/CD,chrxvi,938730,939176,-,79,Msn2-chr16-938953,n,-0.041646991,0.133856424,0.630539051,-0.072960666,-0.012255388,-0.35398069
YPR202W,,Upstream,chrxvi,942506,942856,+,-351,Msn2-chr16-942678,y,0.908552466,0.635785748,1.28257353,1.373182975,0.899155523,1.322170406
YPR204W,,Upstream,chrxvi,944362,944744,+,-50,Msn2-chr16-944553,n,0.412890368,1.547225887,0.618110172,0.247802605,0.491101259,0.165163989
YPR204W,,Exon/CD,chrxvi,945674,946024,+,1246,Msn2-chr16-945833,n,0.69502907,1.906638502,0.733143443,0.457795272,0.736341462,0.455036186
YPR204W,,Exon/CD,chrxvi,946122,946504,+,1710,Msn2-chr16-946405,n,1.144016434,1.625304799,0.934835097,0.706880918,0.765947992,0.70620001
YKL225W,,Upstream,chrxi,1,392,+,-255,Msn2-chr11-410,y,1.189709007,1.82580144,2.139551084,1.901045278,1.539211152,1.538923012
YKL217W,JEN1,Upstream,chrxi,21546,21992,+,-465,Msn2-chr11-21745,y,-0.001162145,1.433948017,1.002604006,0.303436408,0.191394344,-0.035160634
YKL216W,URA1,Upstream,chrxi,24586,25256,+,-294,Msn2-chr11-24948,y,-0.186900632,0.942429459,1.685822982,0.99766924,0.093383179,-0.085394733
YKL216W,URA1,Exon/CD,chrxi,25866,26376,+,906,Msn2-chr11-26121,n,0.453758309,-0.376541386,-0.097456962,-0.291006665,-0.340001465,-0.26211304
YKL213C,DOA1,Upstream,chrxi,34026,34312,-,-62,Msn2-chr11-34158,y,-0.411549628,-0.232866384,1.003372287,0.571947057,0.226336125,0.070508299
tT(CGU)K,TRT2,Upstream,chrxi,46570,47080,-,-19,Msn2-chr11-46825,y,-0.321357241,-0.378176548,0.355386895,0.377073561,0.045099826,-0.124631672
YKL207W,EMC3,Exon/CD,chrxi,48394,48968,+,487,Msn2-chr11-48681,n,0.460192981,1.282738569,0.281628669,0.127800687,0.304592668,1.247450599
YKL206C,ADD66,Upstream,chrxi,49642,50024,-,-24,Msn2-chr11-49833,n,0.275250307,-0.029584249,-0.115302974,0.243106987,0.444005881,0.40263454
YKL203C,TOR2,Exon/CD,chrxi,58762,59304,-,4326,Msn2-chr11-59033,n,-0.23761621,1.009314664,-0.117949586,-0.458954582,0.08767216,-0.268604556
YKL202W,,Exon/CD,chrxi,63786,64296,+,220,Msn2-chr11-64041,n,-0.119334662,0.716191369,0.160637681,-0.120096406,0.133048797,-0.666970144
YKL198C,PTK1,Exon/CD,chrxi,69546,70280,-,307,Msn2-chr11-69913,n,0.1691167,1.096225812,0.926422154,0.654070461,0.339488207,0.18303623
YKL198C,PTK1,Upstream,chrxi,70122,70824,-,-253,Msn2-chr11-70473,n,-0.329753653,0.439366172,1.040186412,0.888812668,0.119563264,-0.687623266
YKL197C,PEX1,Exon/CD,chrxi,70314,71176,-,3120,Msn2-chr11-70745,n,-0.091333896,0.690921738,1.190131558,0.743539804,0.129471842,-0.79211346
tN(GUU)K,,Exon/CD,chrxi,74474,74920,+,73,Msn2-chr11-74645,y,0.284736202,-0.067094487,0.716585586,0.867743135,0.586677149,0.376404839
YKL195W,MIA40,Upstream,chrxi,75466,76104,+,-36,Msn2-chr11-75785,n,-0.004992124,0.450124122,0.744811837,0.538070599,0.309334712,0.197433064
YKL195W,MIA40,Exon/CD,chrxi,76490,76840,+,844,Msn2-chr11-76665,n,0.192428758,0.033708691,0.273894777,0.280533954,0.634633286,0.534510292
YKL192C,ACP1,Upstream,chrxi,80330,80808,-,-32,Msn2-chr11-80561,y,0.171211565,1.029070381,0.917475986,0.264838198,0.583566421,0.450532751
YKL192C,ACP1,Upstream,chrxi,80586,80968,-,-240,Msn2-chr11-80777,n,-0.379340487,0.362579735,0.495280979,0.081479814,-0.051497465,0.210446046
tL(UAA)K,,Exon/CD,chrxi,84010,84456,+,25,Msn2-chr11-84229,y,0.522068828,0.500872821,0.904522618,0.611877131,0.673241469,0.266729292
YKL186C,MTR2,Upstream,chrxi,93450,94056,-,-455,Msn2-chr11-93761,y,-0.035300062,0.549654152,1.392876442,0.709044157,0.069046348,0.390435755
YKL184W,SPE1,Exon/CD,chrxi,96746,97096,+,164,Msn2-chr11-96921,n,0.260632589,0.830426129,0.59616,0.780920144,0.262937246,0.512668116
YKL180W,RPL17A,Upstream,chrxi,108874,109288,+,-188,Msn2-chr11-109081,n,-0.004283802,1.358610633,0.619230289,0.406874406,0.027388535,-0.23052533
YKL180W,RPL17A,Exon/CD,chrxi,109162,109832,+,228,Msn2-chr11-109497,n,0.495128349,0.335698056,0.329349323,0.218154704,0.139146005,0.229973617
YKL180W,RPL17A,Exon/CD,chrxi,109866,110248,+,788,Msn2-chr11-110057,n,0.149464176,0.103240376,0.326015465,-0.176622846,-0.027847275,-0.074328825
YKL173W,SNU114,Exon/CD,chrxi,122346,122728,+,20,Msn2-chr11-122545,n,0.30702928,0.010283867,0.584765051,-0.183299111,-0.025144076,1.179429731
YKL164C,PIR1,Exon/CD,chrxi,141930,142696,-,506,Msn2-chr11-142457,y,0.774186604,1.689070598,1.390223731,0.961207064,0.566002615,0.681866609
YKL164C,PIR1,Exon/CD,chrxi,142346,142920,-,186,Msn2-chr11-142753,y,0.628416955,1.279218918,1.261446308,0.936759179,0.632014573,0.62429959
YKL163W,PIR3,Exon/CD,chrxi,144554,145064,+,408,Msn2-chr11-144809,n,0.427094288,1.760374682,0.637756044,0.389221327,0.536390347,0.579706298
YKL163W,PIR3,Exon/CD,chrxi,144778,145320,+,648,Msn2-chr11-145049,n,0.40283598,1.268912182,0.490493512,0.348380489,0.505201105,0.991018249
YKL157W,APE2,Exon/CD,chrxi,154890,155368,+,138,Msn2-chr11-155137,n,0.220780024,-0.486524375,0.056378582,0.417863653,0.479693979,0.145930235
YKL157W,APE2,Intron,chrxi,155434,155784,+,618,Msn2-chr11-155609,n,0.281089951,-0.449975386,0.318981013,0.592425761,0.335961511,0.110871924
YKL156W,RPS27A,Upstream,chrxi,158282,158728,+,-108,Msn2-chr11-158505,n,-0.016545661,-0.293040128,0.633806546,0.150765388,-0.076214861,0.198688147
YKL156C-A,,Upstream,chrxi,158890,159304,-,-6,Msn2-chr11-159077,n,0.753399337,0.767119609,0.679743129,0.701590189,0.657386547,0.301041749
tR(UCU)K,,Exon/CD,chrxi,162282,162760,-,37,Msn2-chr11-162537,n,0.199013967,-0.045305222,0.276315933,0.82911386,0.314200662,0.514630366
YKL153W,,Exon/CD,chrxi,163754,164456,+,505,Msn2-chr11-164137,y,0.886997394,1.159580743,1.91266069,1.673832983,1.438154635,1.492772376
YKL151C,,Exon/CD,chrxi,164842,165320,-,849,Msn2-chr11-164948,y,0.739354057,1.557665167,1.573411432,1.007136786,0.746010731,0.842345566
YKL150W,MCR1,Exon/CD,chrxi,167114,167720,+,873,Msn2-chr11-167417,n,0.147310225,-0.1256854,-0.177841869,0.086256492,-0.0114243,1.259013939
YKL149C,DBR1,Exon/CD,chrxi,168106,168520,-,516,Msn2-chr11-168313,n,0.020617497,0.441737742,-0.003844137,0.134432255,0.253916459,1.072243099
YKL146W,AVT3,Exon/CD,chrxi,172426,172776,+,818,Msn2-chr11-172601,n,0.080677689,1.566463179,0.206696776,-0.132141102,0.117851916,-0.419910229
YKL142W,MRP8,Exon/CD,chrxi,178314,179048,+,166,Msn2-chr11-178633,y,0.020937652,0.181155522,0.845511957,0.79726261,0.322091458,0.346793528
YKL142W,MRP8,Exon/CD,chrxi,178826,179400,+,598,Msn2-chr11-179113,n,-0.27618896,-0.085333544,0.302716556,0.385038022,0.061942733,0.763353004
YKL138C,MRPL31,Upstream,chrxi,185610,186024,-,-136,Msn2-chr11-185817,n,-0.393856971,-0.360198308,0.457089188,0.133455008,-0.224344581,0.127977436
YKL128C,PMU1,Exon/CD,chrxi,201226,201800,-,258,Msn2-chr11-201513,n,0.053509408,0.039100959,1.317219536,0.768867899,0.048477358,0.278849972
tK(CUU)K,,Upstream,chrxi,202250,202984,+,-382,Msn2-chr11-202397,y,0.616745364,0.540936957,0.855583656,0.876557369,0.630913512,0.490825366
YKL125W,RRN3,Exon/CD,chrxi,208106,208552,+,82,Msn2-chr11-208329,n,0.005016034,-0.573477311,-0.235567261,-0.289379551,-0.47873016,-0.480029845
YKL125W,RRN3,Exon/CD,chrxi,208586,209032,+,562,Msn2-chr11-208809,n,0.550111216,0.115424803,-0.084668681,-0.226423745,0.179549101,0.273952811
YKL121W,DGR2,Exon/CD,chrxi,216362,216840,+,2459,Msn2-chr11-216649,y,-0.080113004,1.101352365,2.439812016,1.849343653,0.881079551,0.98946699
YKL117W,SBA1,Exon/CD,chrxi,220042,220680,+,37,Msn2-chr11-220361,n,0.436339989,1.130951609,1.045117418,0.492531922,0.656311926,0.746075035
YKL109W,HAP4,Exon/CD,chrxi,232522,233032,+,550,Msn2-chr11-232777,n,0.204812865,-0.468626874,-0.289512391,-0.001064256,-0.096577535,0.634758697
YKL103C,APE1,Exon/CD,chrxi,247114,247944,-,153,Msn2-chr11-247460,y,-0.167728771,0.330750736,1.388079145,1.143236867,0.639433377,0.456268026
YKL097C,,Upstream,chrxi,258794,259048,-,-8,Msn2-chr11-258870,y,0.395458907,1.098633958,1.96545388,1.569474053,0.750483498,-0.349846831
YKL096W,CWP1,Exon/CD,chrxi,261290,261704,+,365,Msn2-chr11-261489,y,0.270057938,1.515891913,0.670913421,0.289051206,0.454465925,0.036156307
YKL095W,YJU2,Exon/CD,chrxi,262218,262696,+,180,Msn2-chr11-262457,n,0.036189336,0.625148395,1.242500179,1.608245285,0.674448245,-0.096308928
YKL095W,YJU2,Exon/CD,chrxi,262698,263304,+,724,Msn2-chr11-262862,y,0.170968422,1.280595207,1.965635652,1.948031336,0.597870254,0.468071762
YKL091C,,Exon/CD,chrxi,270026,270504,-,385,Msn2-chr11-270265,n,-0.097562375,-0.060847436,0.447874524,0.291435023,0.270937964,0.508440637
YKL091C,,Exon/CD,chrxi,270314,270792,-,97,Msn2-chr11-270553,n,-0.043191352,-0.146752158,0.170882399,0.524240065,0.096166416,0.11902646
YKL087C,CYT2,Exon/CD,chrxi,276714,277672,-,670,Msn2-chr11-277193,n,0.021228697,0.753239877,1.223841373,1.185497816,0.620549987,1.073638603
YKL087C,CYT2,Upstream,chrxi,277706,278280,-,-130,Msn2-chr11-277900,y,-0.092977142,2.474368887,2.716131802,2.421527048,1.821813046,1.029180094
YKL081W,TEF4,Upstream,chrxi,282442,282952,+,-194,Msn2-chr11-282697,n,-0.07292244,-0.242953811,0.364019759,0.187371653,-0.003300706,-0.573014828
tW(CCA)K,,Upstream,chrxi,302378,302888,+,-285,Msn2-chr11-302609,y,0.382771987,-0.008518181,1.218394405,0.964836695,0.662777273,0.827406884
YKL065C,YET1,Exon/CD,chrxi,316586,316840,-,344,Msn2-chr11-316885,y,-0.049391392,0.557749571,1.217864476,0.8299482,0.423535603,0.478274265
YKL060C,FBA1,Exon/CD,chrxi,326122,327240,-,806,Msn2-chr11-326723,y,0.900051864,1.398998745,1.838259449,1.581711684,1.231671571,0.942185497
YKL056C,TMA19,Exon/CD,chrxi,334474,335304,-,26,Msn2-chr11-334889,n,-0.113745151,0.372069019,0.455255964,0.223330689,0.046716254,-0.232850157
YKL054C,DEF1,3'UTR,chrxi,336138,336936,-,2216,Msn2-chr11-336537,n,0.224514362,1.309416731,0.352471641,-0.118385801,0.229731092,0.128652842
YKL054C,DEF1,Upstream,chrxi,338506,339272,-,-136,Msn2-chr11-338889,n,-0.308947916,0.065751495,0.499770008,0.218752007,0.185943492,0.040730596
YKL052C,ASK1,Upstream,chrxi,340874,340968,-,-375,Msn2-chr11-340703,y,-0.595843621,0.29246662,1.127726097,1.238466757,0.075295675,0.378616176
YKL041W,VPS24,Exon/CD,chrxi,360106,360456,+,138,Msn2-chr11-360281,n,0.407314098,-0.44571232,0.029241905,0.239254117,0.267724679,1.085597231
YKL040C,NFU1,Upstream,chrxi,361898,362472,-,-357,Msn2-chr11-361985,y,-0.166671291,-0.055576039,0.5678366,0.871160367,-0.065136971,-0.038191085
YKL038W,RGT1,Exon/CD,chrxi,367914,368392,+,2548,Msn2-chr11-368153,n,0.291662186,1.166188501,0.116418176,0.391140237,0.436358175,0.33696795
YKL038W,RGT1,Exon/CD,chrxi,368458,369768,+,3508,Msn2-chr11-369353,y,0.2408797,2.022874616,2.198233894,2.00662369,1.07218362,0.154230983
YKL035W,UGP1,Exon/CD,chrxi,370122,370568,+,454,Msn2-chr11-370345,n,-0.14038041,0.156487025,0.077289757,0.616269245,0.792453759,0.156400043
tV(AAC)K2,,Upstream,chrxi,379018,379560,+,-391,Msn2-chr11-379269,y,0.539708122,0.57312613,1.052872012,1.000392969,0.786270456,0.667866975
YKL032C,IXR1,Exon/CD,chrxi,380618,381064,-,1017,Msn2-chr11-380841,n,0.088220133,2.064571946,0.982939231,0.180050761,0.344545305,0.098087428
YKL032C,IXR1,Exon/CD,chrxi,381386,382280,-,25,Msn2-chr11-381726,y,-0.088067745,1.946033636,2.171884547,1.30202312,0.409149074,0.024888834
YKL029C,MAE1,Exon/CD,chrxi,382922,383464,-,1532,Msn2-chr11-383193,n,0.23095301,1.297819118,0.754888872,-0.103848571,0.182184898,0.086064153
YKL029C,MAE1,Exon/CD,chrxi,384330,385000,-,60,Msn2-chr11-384665,n,-0.320263127,-0.074792768,0.87233018,0.262789175,-0.067630986,-0.268258727
YKL023C-A,,Exon/CD,chrxi,392970,393384,-,196,Msn2-chr11-393209,y,-0.367072615,-0.162866715,0.999145824,0.759540858,0.312936977,-0.491608402
YKL020C,SPT23,Exon/CD,chrxi,401482,401992,-,343,Msn2-chr11-401737,n,-0.062036855,1.01618832,0.65470275,0.379143711,0.303896853,0.373483435
YKL008C,LAC1,Exon/CD,chrxi,428298,428648,-,78,Msn2-chr11-428558,y,-0.669163577,0.409557642,0.979894501,0.574327247,-0.285609386,-0.576982145
snR87,SNR87,Upstream,chrxi,430922,431496,-,-71,Msn2-chr11-431209,n,-0.286275268,0.379416602,0.451778792,0.184450103,-0.045584216,-0.418080968
YKL006W,RPL14A,Intron,chrxi,431978,432456,+,311,Msn2-chr11-432105,n,0.48852153,0.387219038,0.348619724,0.229378208,0.264518814,0.136764476
YKL001C,MET14,Upstream,chrxi,439434,439848,-,-256,Msn2-chr11-439513,y,-0.405148908,-0.198459805,0.501895042,0.855879048,0.138605625,0.309321163
YKR002W,PAP1,3'UTR,chrxi,444682,445192,+,1705,Msn2-chr11-444937,n,-0.119584592,0.390816139,0.571343527,0.491665161,0.036178824,0.308667303
YKR009C,FOX2,Exon/CD,chrxi,454442,454792,-,2437,Msn2-chr11-454617,n,0.185759026,0.247368281,0.592618385,0.364786169,0.341667227,0.154776621
tL(CAA)K,,Upstream,chrxi,457994,458440,+,-340,Msn2-chr11-458217,y,0.118617227,-0.530181076,0.432678078,0.463182823,0.410581259,0.137934707
YKR011C,,Exon/CD,chrxi,462058,462440,-,447,Msn2-chr11-462249,n,0.250343788,-0.368319322,0.519079006,0.494339698,0.486305885,0.740003665
YKR011C,,Upstream,chrxi,462698,463496,-,-401,Msn2-chr11-463097,n,0.09545649,1.452892021,1.430401287,0.534391217,0.368145294,0.138265657
YKR012C,,Exon/CD,chrxi,463562,463976,-,347,Msn2-chr11-463425,n,0.625434789,1.261624311,0.93414387,0.222097154,0.571589245,0.273674632
YKR013W,PRY2,Exon/CD,chrxi,464074,464520,+,338,Msn2-chr11-464297,n,0.544325402,1.160574621,0.593125329,0.241984485,0.754107533,0.551319052
YKR018C,,Exon/CD,chrxi,475370,475816,-,307,Msn2-chr11-475593,n,-0.135075411,0.176961567,0.616893093,0.039198721,0.026553256,-0.357276262
YKR021W,ALY1,Exon/CD,chrxi,481322,481768,+,2311,Msn2-chr11-481545,n,0.247709955,-0.369724214,0.057096812,0.487238372,0.08001203,0.470396851
tR(ACG)K,,Upstream,chrxi,490346,490760,+,-415,Msn2-chr11-490591,y,0.452396016,0.168432029,0.772267953,0.965230388,0.492825827,0.765703245
YKR034W,DAL80,Exon/CD,chrxi,507370,507752,+,663,Msn2-chr11-507561,n,0.148449266,-0.090733003,0.464758672,0.473370185,0.21891734,-0.055454085
YKR038C,KAE1,Exon/CD,chrxi,512810,513256,-,126,Msn2-chr11-513009,y,0.248820279,0.207378107,0.700279849,0.667171426,0.431852689,0.217590858
YKR039W,GAP1,Exon/CD,chrxi,515402,515848,+,562,Msn2-chr11-515625,n,0.010585829,1.295670246,0.218438725,0.143648315,-0.089917481,0.269163842
tA(AGC)K2,,Upstream,chrxi,517258,517768,+,-475,Msn2-chr11-517903,y,0.787833982,0.750258244,1.096377864,1.176391982,0.775882546,0.767482552
YKR042W,UTH1,Exon/CD,chrxi,519850,519944,+,370,Msn2-chr11-519588,y,0.719211444,2.733835529,1.155311223,1.170966588,0.660218403,0.477020991
YKR051W,,Exon/CD,chrxi,531338,531784,+,615,Msn2-chr11-531561,n,0.181368637,0.18833235,-0.149087455,0.005896973,0.095838589,1.253067485
YKR051W,,3'UTR,chrxi,532010,532392,+,1255,Msn2-chr11-532201,n,-0.094939927,0.319127423,0.266574563,0.633008306,0.474770756,0.364084276
YKR052C,MRS4,Exon/CD,chrxi,532554,533064,-,655,Msn2-chr11-532937,y,0.120498639,1.041552846,1.183177225,0.77950714,0.68247279,1.004704485
YKR052C,MRS4,Upstream,chrxi,533066,533896,-,-17,Msn2-chr11-533377,y,0.156955132,1.371157472,2.107713143,1.74039161,1.093152145,1.192693703
YKR060W,UTP30,Exon/CD,chrxi,556650,557288,+,451,Msn2-chr11-557017,y,-0.364578416,-0.309597249,0.671754563,0.848069727,0.068749827,-0.522841673
snR42,SNR42,Exon/CD,chrxi,558762,559336,-,317,Msn2-chr11-559049,y,-0.11724176,-0.094298944,0.697862108,0.709509559,0.155072065,-0.413872035
YKR066C,CCP1,Exon/CD,chrxi,566698,567336,-,181,Msn2-chr11-567049,y,0.169814098,2.098009305,2.442169651,2.290283941,1.553532622,1.230574536
YKR067W,GPT2,Exon/CD,chrxi,568106,568520,+,395,Msn2-chr11-568313,n,-0.108084206,0.916008208,0.124709173,0.316399926,0.73152691,0.270276569
YKR068C,BET3,Upstream,chrxi,570698,571528,-,-204,Msn2-chr11-571113,n,-0.081264805,-0.193442571,-0.078418357,0.058797121,-0.085551313,0.854020599
YKR071C,DRE2,Exon/CD,chrxi,575082,575848,-,515,Msn2-chr11-575521,y,-0.30658842,-0.074696237,1.331764346,1.347427459,0.393279392,0.092080545
YKR073C,,Upstream,chrxi,578378,578856,-,-110,Msn2-chr11-578593,y,0.424677699,0.634665443,1.442209407,1.209760633,0.748981397,0.731034969
YKR074W,AIM29,Upstream,chrxi,578922,579400,+,-48,Msn2-chr11-579161,n,-0.240987091,-0.367190291,-0.112725335,0.038621323,-0.04972304,0.968863968
YKR075W-A,,Exon/CD,chrxi,580106,580616,+,149,Msn2-chr11-580361,n,0.186481531,0.33378838,-0.056686154,0.334316975,0.027243365,0.487844225
YKR079C,TRZ1,Upstream,chrxi,589450,589960,-,-400,Msn2-chr11-589697,y,-0.300475006,0.511228964,1.31323611,0.966166319,0.440863696,1.006357429
YKR089C,TGL4,Exon/CD,chrxi,607978,608232,-,260,Msn2-chr11-608100,y,-0.263736469,-0.266881327,1.05798446,0.722015601,0.169727756,0.685073652
YKR092C,SRP40,Exon/CD,chrxi,613354,613736,-,340,Msn2-chr11-613545,n,-0.28152974,0.778004563,0.547147827,-0.106355434,-0.069663542,-0.860562863
YKR094C,RPL40B,Exon/CD,chrxi,617994,618504,-,501,Msn2-chr11-618249,n,0.391606418,-0.394712478,-0.016082537,0.250586514,-0.24584842,-0.631700533
YKR095W,MLP1,Exon/CD,chrxi,623306,623656,+,3676,Msn2-chr11-623481,n,0.02677393,0.146719132,0.007200933,0.138358348,0.488363598,0.280608978
YKR096W,ESL2,Exon/CD,chrxi,629866,630536,+,3408,Msn2-chr11-630201,n,-0.155865634,0.875846242,0.853414736,0.326727394,0.196735829,0.028399478
YKR102W,FLO10,Exon/CD,chrxi,647082,647464,+,917,Msn2-chr11-647225,n,0.760310778,1.368609665,0.638468783,0.587832173,0.754077371,0.872471098
YGL255W,ZRT1,Exon/CD,chrvii,20874,21448,+,183,Msn2-chr07-21161,n,0.164826261,0.887871478,-0.067474911,0.058828716,0.006500495,0.089704641
YGL253W,HXK2,Exon/CD,chrvii,23882,24232,+,122,Msn2-chr07-23897,y,0.487180521,0.503236683,0.813900424,0.371971455,0.571226555,0.272722464
YGL253W,HXK2,Exon/CD,chrvii,24490,24872,+,746,Msn2-chr07-24681,n,0.274542973,0.949438803,-0.195996484,0.321327583,-0.010171037,0.35428834
YGL252C,RTG2,Upstream,chrvii,27306,27720,-,-29,Msn2-chr07-27513,n,-0.225924938,0.232465157,0.60706943,0.279361841,-0.00895573,0.518709827
YGL244W,RTF1,Exon/CD,chrvii,42826,43304,+,1567,Msn2-chr07-43065,n,0.128048985,-0.37369062,0.126504808,0.099538632,0.021086889,0.130491228
YGL234W,"ADE5,7",Upstream,chrvii,56042,56392,+,-265,Msn2-chr07-56217,n,-0.056493265,0.353590273,0.32504122,0.20017936,0.491471579,-0.504414513
YGL229C,SAP4,Upstream,chrvii,66954,67592,-,-314,Msn2-chr07-67289,y,-0.017127387,0.184458947,0.894247141,0.784405102,0.214075701,0.110221967
tV(AAC)G3,,Upstream,chrvii,73802,74152,-,-75,Msn2-chr07-73977,y,0.803358851,0.341773136,1.256183166,1.411077242,1.087554256,1.038313577
YGL222C,EDC1,Exon/CD,chrvii,80874,81352,-,73,Msn2-chr07-81113,n,-0.205663535,0.185495248,0.180296605,0.427796839,0.383761735,0.640300265
YGL212W,VAM7,Exon/CD,chrvii,91658,92136,+,465,Msn2-chr07-91897,n,0.072067541,1.369521121,-0.016128305,-0.319911146,0.067926692,-0.502115145
YGL208W,SIP2,Exon/CD,chrvii,98058,98568,+,975,Msn2-chr07-98313,n,0.108123835,0.340192716,0.333042324,-0.035372078,0.341447748,1.176962752
YGL206C,CHC1,Exon/CD,chrvii,104938,105288,-,2391,Msn2-chr07-105113,n,0.431119031,-0.269314669,-0.059150104,-0.044881039,0.117609024,0.583372344
YGL206C,CHC1,Upstream,chrvii,107466,107880,-,-169,Msn2-chr07-107649,y,-0.650725373,-0.348462782,0.400209405,0.815057807,-0.171392378,-0.19674544
tH(GUG)G1,,Exon/CD,chrvii,110410,110952,-,15,Msn2-chr07-110733,n,0.658653629,-0.368617151,0.671374403,0.726751597,0.514294129,0.512123062
tK(UUU)G1,,Upstream,chrvii,115274,115624,+,-39,Msn2-chr07-115549,y,0.614904917,0.435207617,1.297665804,0.874582327,0.660348496,0.412489247
tK(CUU)G1,,Upstream,chrvii,121994,122440,+,-52,Msn2-chr07-122265,y,0.700146855,0.742460866,0.777906324,0.839193068,0.783926006,1.088828401
YGL196W,DSD1,Upstream,chrvii,129514,129928,+,-162,Msn2-chr07-129721,n,-0.052188233,-0.732515739,0.430582455,0.226819199,-0.389565312,-0.118433934
YGL195W,GCN1,Exon/CD,chrvii,136426,136904,+,5140,Msn2-chr07-136665,n,-0.091127583,0.9315029,0.171722666,-0.404054699,-0.153086724,-0.34910942
YGL194C,HOS2,Upstream,chrvii,141578,142024,-,-75,Msn2-chr07-141801,n,0.064986445,-0.199130636,-0.063987603,0.155202783,0.418193195,-0.235980303
YGL192W,IME4,Exon/CD,chrvii,143754,144232,+,1747,Msn2-chr07-143993,n,0.077849323,0.192115674,0.408837377,0.57620344,0.307733224,0.478839162
YGL190C,CDC55,Exon/CD,chrvii,145834,146312,-,1316,Msn2-chr07-146073,n,0.07411536,0.167551781,0.176038164,-0.199867874,0.338324172,0.662928095
YGL190C,CDC55,Exon/CD,chrvii,146122,146504,-,1076,Msn2-chr07-146313,n,0.11878012,-0.206591165,-0.190935223,-0.39014842,-0.058917952,0.942697436
YGL190C,CDC55,Upstream,chrvii,147370,148072,-,-332,Msn2-chr07-147721,n,-0.056953472,-0.193047382,0.525967943,0.42151071,-0.038501976,-0.303956442
YGL188C,,Downstream,chrvii,149098,149576,-,179,Msn2-chr07-149316,y,-0.03805266,0.607080764,0.743344812,0.925968867,0.119584674,0.021378295
YGL181W,GTS1,Exon/CD,chrvii,158474,159528,+,1095,Msn2-chr07-159001,n,0.103402598,1.452943791,0.783646944,0.437253841,0.358016767,0.016864507
YGL177W,,Exon/CD,chrvii,167050,168264,+,98,Msn2-chr07-167657,n,-0.22918491,-0.035445023,0.839280161,0.320278114,-0.100786577,-0.3151696
YGL166W,CUP2,Upstream,chrvii,190634,191112,+,-256,Msn2-chr07-191012,y,-0.150274301,1.610624852,1.398107114,0.724702262,-0.007223967,0.307835696
YGL166W,CUP2,Exon/CD,chrvii,191498,191912,+,576,Msn2-chr07-191705,n,0.11879251,0.901010174,0.638041,-0.005149681,-0.143300946,-0.478204031
tL(CAA)G1,,Exon/CD,chrvii,205322,205768,+,24,Msn2-chr07-205513,n,0.71843245,0.071429904,0.771852836,0.729768735,0.668046744,0.232698376
YGL157W,ARI1,Upstream,chrvii,208682,209064,+,-133,Msn2-chr07-208873,n,-0.417391465,-0.63079596,0.486210132,0.170505312,-0.079319026,-0.198843601
YGL147C,RPL9A,Exon/CD,chrvii,227658,228520,-,240,Msn2-chr07-228089,n,0.559199099,0.588318425,0.309267594,0.088814671,0.006826731,0.109419708
YGL146C,RRT6,Exon/CD,chrvii,229418,229800,-,77,Msn2-chr07-229609,n,-0.070068051,1.00256225,0.043917755,-0.227238136,-0.141032059,0.378720718
YGL145W,TIP20,Upstream,chrvii,229706,230248,+,-266,Msn2-chr07-229969,y,-0.395844749,-0.237188918,0.72902052,0.73252128,0.041457541,0.121236433
YGL137W,SEC27,Exon/CD,chrvii,251914,252296,+,2236,Msn2-chr07-252105,n,0.005485585,0.853479265,-0.054324548,-0.388356505,-0.023404308,0.178888177
YGL136C,MRM2,Exon/CD,chrvii,253482,254120,-,58,Msn2-chr07-253801,n,0.037817695,-0.08444855,0.389163891,0.837994532,0.362426232,0.089984239
YGL135W,RPL1B,Upstream,chrvii,254122,254632,+,-264,Msn2-chr07-254377,n,-0.049232456,-0.08975792,0.436477045,0.513162897,0.227283485,0.207668723
YGL135W,RPL1B,Exon/CD,chrvii,254826,255496,+,520,Msn2-chr07-255161,n,0.652600631,0.273368046,0.282226569,0.154870089,0.263588352,0.167349444
